account_length,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_eve_minutes,total_night_charge,total_intl_minutes,total_intl_calls,number_customer_service_calls,payment_delay,state_freq_encoded
22,0,0,0,181.8,198.6,9.3,9.3,3,2,0,0.0176470588235294
201,0,0,0,225.9,299.1,11.31,11.2,4,1,1,0.0227450980392156
116,0,0,0,133.8,177.1,8.33,12.4,4,2,0,0.0223529411764705
50,0,0,0,202.0,174.7,6.88,6.0,6,4,0,0.0133333333333333
120,0,0,0,221.3,267.6,5.02,9.3,7,0,0,0.0215686274509803
87,0,0,0,169.1,169.9,11.02,9.9,10,3,0,0.0227450980392156
50,0,1,22,252.9,177.9,7.13,8.5,4,3,0,0.0211764705882352
108,0,1,35,169.8,173.7,9.66,9.5,7,2,0,0.0168627450980392
169,0,0,0,100.8,230.0,8.71,9.5,2,0,0,0.0211764705882352
115,0,1,26,155.2,230.9,11.77,4.5,4,0,0,0.0250980392156862
111,0,0,0,176.4,201.0,6.77,11.2,2,0,0,0.0223529411764705
95,0,0,0,232.0,126.1,4.93,12.0,6,1,0,0.0231372549019607
97,0,0,0,144.2,226.7,6.51,13.8,4,3,0,0.0227450980392156
16,0,0,0,174.7,280.8,7.73,10.5,8,5,0,0.0262745098039215
109,0,0,0,101.8,348.9,10.49,7.5,5,1,0,0.0192156862745098
43,0,0,0,168.4,243.8,9.66,11.1,2,1,0,0.0337254901960784
78,0,0,0,225.1,199.2,7.9,14.6,2,0,0,0.0137254901960784
69,0,0,0,167.4,121.5,9.42,16.0,2,1,0,0.0215686274509803
161,0,0,0,166.2,279.4,8.15,13.4,6,1,0,0.016078431372549
68,0,0,0,248.6,199.1,5.06,6.5,3,2,0,0.0207843137254901
107,0,0,0,260.5,102.4,5.84,9.8,5,1,0,0.0192156862745098
98,0,0,0,162.5,159.2,7.07,9.7,1,2,0,0.0172549019607843
97,0,0,0,120.8,169.8,8.73,11.9,3,4,1,0.0188235294117647
78,0,1,38,199.0,75.5,8.11,7.5,7,1,0,0.0215686274509803
103,0,0,0,189.8,115.5,8.61,12.2,4,0,0,0.0231372549019607
158,1,0,0,200.0,205.4,14.57,8.9,2,0,1,0.0192156862745098
87,0,1,22,240.8,75.9,10.11,7.1,3,2,0,0.0211764705882352
86,0,0,0,178.3,264.4,12.81,15.0,2,0,0,0.0172549019607843
125,0,1,34,268.4,222.2,5.29,10.3,3,0,0,0.0145098039215686
55,0,1,45,130.5,208.4,6.37,11.0,5,4,1,0.0176470588235294
113,0,1,39,209.8,164.1,7.19,9.0,4,1,0,0.0207843137254901
105,0,0,0,104.2,272.9,8.42,9.2,2,1,0,0.0192156862745098
103,0,1,22,219.0,311.9,8.87,9.0,8,3,0,0.0207843137254901
99,0,0,0,241.1,155.6,8.47,11.6,10,1,0,0.0164705882352941
58,0,1,47,151.1,137.4,7.77,9.2,8,1,0,0.0215686274509803
93,0,1,32,116.9,232.4,5.75,11.0,9,0,0,0.0207843137254901
86,0,0,0,223.0,286.2,11.6,7.5,7,3,1,0.0149019607843137
114,0,0,0,147.1,161.0,12.42,9.0,3,5,1,0.0172549019607843
149,0,0,0,166.6,218.8,9.37,8.2,6,7,0,0.0149019607843137
125,0,0,0,229.3,177.4,8.52,12.0,8,1,0,0.0207843137254901
122,0,0,0,168.3,87.6,11.12,8.4,6,1,0,0.0168627450980392
11,0,1,28,190.6,220.1,8.11,6.0,3,3,0,0.0172549019607843
105,0,0,0,193.7,183.2,13.22,10.8,5,1,0,0.0207843137254901
117,0,0,0,191.1,282.8,3.82,12.0,4,2,0,0.0180392156862745
127,0,0,0,220.2,188.4,7.77,11.7,3,2,0,0.0188235294117647
84,0,0,0,216.1,197.5,9.8,9.8,3,1,0,0.0262745098039215
19,0,0,0,259.4,269.7,7.89,9.5,3,1,1,0.0156862745098039
92,0,1,23,167.4,258.6,5.24,11.2,3,4,0,0.0231372549019607
94,0,0,0,200.2,128.9,12.55,10.4,5,0,0,0.0211764705882352
139,0,0,0,221.3,157.8,8.66,11.3,6,1,0,0.0184313725490196
67,0,0,0,152.5,252.4,8.34,4.9,3,2,0,0.0337254901960784
80,0,0,0,160.6,237.0,11.03,10.7,1,1,0,0.0215686274509803
45,0,0,0,155.7,260.3,8.65,11.0,1,1,0,0.0211764705882352
77,0,0,0,175.5,205.1,11.03,17.8,3,4,0,0.0086274509803921
60,0,0,0,229.5,157.7,7.31,13.2,3,2,0,0.0274509803921568
73,0,0,0,159.0,233.3,8.05,15.2,3,2,0,0.0211764705882352
139,0,0,0,236.6,169.9,9.55,11.1,2,1,1,0.0254901960784313
93,0,0,0,146.3,216.6,10.49,11.5,3,0,0,0.0211764705882352
107,1,0,0,133.3,182.9,10.85,12.9,2,3,1,0.0207843137254901
177,0,1,27,230.2,196.1,9.69,10.4,2,1,0,0.0176470588235294
106,0,0,0,223.0,110.1,8.49,7.1,12,0,0,0.0223529411764705
66,0,0,0,146.4,196.5,10.35,7.8,2,1,0,0.0172549019607843
96,0,0,0,173.9,287.4,9.22,9.1,7,1,0,0.0215686274509803
87,0,0,0,297.4,118.4,10.9,11.0,2,2,1,0.0149019607843137
122,0,0,0,232.5,205.5,9.62,11.9,2,0,0,0.0223529411764705
141,0,1,28,308.0,247.8,6.88,7.4,3,1,0,0.0223529411764705
49,0,0,0,101.7,223.2,8.19,7.3,3,3,0,0.0231372549019607
63,0,0,0,117.1,249.6,7.3,11.1,4,3,0,0.0176470588235294
74,0,1,25,234.4,265.9,10.86,13.7,4,0,0,0.0168627450980392
106,0,0,0,52.2,220.1,5.05,11.4,2,2,0,0.0156862745098039
63,0,0,0,58.9,169.6,9.51,9.4,3,1,0,0.0196078431372549
138,1,1,28,211.2,312.5,8.01,10.7,2,3,1,0.0211764705882352
157,0,0,0,196.0,213.4,8.86,7.9,6,1,0,0.0184313725490196
152,0,0,0,317.8,152.9,5.55,10.4,7,1,1,0.0262745098039215
124,0,1,30,144.5,262.3,10.19,12.0,7,2,0,0.0211764705882352
130,0,0,0,155.9,256.1,11.83,11.7,3,3,0,0.0188235294117647
135,0,0,0,167.1,131.6,10.92,10.4,2,3,0,0.0086274509803921
130,0,0,0,289.1,150.1,7.35,13.5,4,1,0,0.0223529411764705
155,0,0,0,214.2,199.5,9.76,11.7,10,3,0,0.0149019607843137
73,0,1,28,198.2,139.1,8.96,8.8,1,2,0,0.0231372549019607
36,0,0,0,253.4,182.4,12.41,8.4,2,1,0,0.0203921568627451
87,0,1,33,125.0,235.3,9.69,10.2,7,2,0,0.0145098039215686
44,0,1,20,184.8,195.0,5.85,11.6,3,1,0,0.0262745098039215
158,0,0,0,195.9,89.1,13.6,10.3,3,1,0,0.0250980392156862
162,0,0,0,70.7,157.5,6.97,9.1,3,4,1,0.0215686274509803
165,0,0,0,150.5,193.1,14.02,10.3,2,1,0,0.0188235294117647
92,0,0,0,196.5,190.0,7.34,10.8,2,2,0,0.0211764705882352
140,0,0,0,149.7,212.5,11.07,12.6,4,3,0,0.0184313725490196
91,0,0,0,134.7,295.3,8.8,6.6,5,2,0,0.0250980392156862
91,0,0,0,154.4,168.3,10.8,11.7,4,5,1,0.0250980392156862
129,0,0,0,186.0,262.3,4.45,11.5,6,4,0,0.0215686274509803
67,0,1,31,175.2,199.2,9.89,13.2,6,1,0,0.016078431372549
232,0,0,0,165.6,195.9,5.32,11.8,3,1,0,0.0207843137254901
89,0,0,0,82.3,167.2,8.76,7.2,4,1,0,0.0211764705882352
89,0,0,0,115.4,209.9,12.64,15.9,6,3,0,0.0262745098039215
196,0,0,0,133.1,206.5,9.97,10.3,8,1,0,0.0168627450980392
83,0,1,30,272.5,253.0,8.14,8.7,6,3,0,0.0149019607843137
29,0,0,0,313.2,216.3,9.83,12.8,4,2,1,0.0215686274509803
74,0,0,0,200.4,309.2,6.84,10.0,2,1,0,0.0207843137254901
120,0,0,0,253.2,210.8,11.43,9.5,4,5,1,0.0176470588235294
70,0,0,0,7.9,136.4,7.05,12.1,1,0,0,0.0211764705882352
65,0,0,0,183.4,183.6,6.91,10.7,4,4,1,0.0180392156862745
77,0,0,0,142.3,306.3,8.84,9.9,1,1,0,0.0176470588235294
121,0,0,0,273.8,263.1,9.07,10.8,3,1,1,0.0133333333333333
123,0,0,0,114.4,216.6,11.28,11.0,3,0,0,0.0188235294117647
32,0,1,26,243.5,236.8,7.8,9.0,9,1,0,0.0231372549019607
135,0,0,0,112.7,280.0,11.34,10.4,2,0,0,0.0207843137254901
103,0,1,18,149.9,170.9,7.72,11.5,7,0,1,0.0086274509803921
109,1,1,26,217.2,145.5,12.63,9.3,3,0,0,0.0250980392156862
88,0,0,0,138.3,236.0,8.06,9.6,4,3,0,0.0227450980392156
22,0,1,29,151.2,203.2,13.32,11.1,2,2,0,0.0184313725490196
138,0,0,0,127.1,247.7,9.35,5.0,3,3,0,0.0145098039215686
97,0,1,32,183.4,269.1,9.16,6.7,4,5,0,0.0176470588235294
68,0,0,0,178.7,252.3,11.51,8.4,4,1,0,0.0168627450980392
79,0,0,0,134.7,189.7,9.96,11.8,5,2,0,0.0156862745098039
105,0,0,0,166.1,175.9,10.96,16.2,3,2,0,0.0176470588235294
143,0,0,0,167.8,211.0,6.91,10.5,6,4,1,0.0192156862745098
84,0,1,42,214.3,188.2,15.01,11.3,10,0,0,0.0215686274509803
135,0,1,46,172.6,203.4,11.89,10.4,2,1,0,0.0156862745098039
126,0,0,0,150.8,157.1,9.45,10.7,3,0,0,0.0149019607843137
99,0,1,31,244.1,203.4,10.53,7.7,4,3,0,0.0172549019607843
102,0,0,0,224.7,129.4,7.54,15.8,6,1,0,0.0223529411764705
47,0,0,0,155.3,188.2,11.12,12.3,4,3,0,0.0215686274509803
42,0,0,0,166.8,212.4,8.76,12.4,9,2,0,0.0231372549019607
131,0,0,0,103.5,174.1,11.17,11.7,2,5,1,0.0184313725490196
133,0,0,0,226.8,127.9,7.2,9.2,3,0,0,0.0168627450980392
65,0,0,0,211.3,162.6,6.06,13.2,5,3,0,0.0250980392156862
69,0,0,0,215.9,270.3,13.58,6.1,5,4,1,0.0172549019607843
59,0,0,0,155.5,192.3,5.55,10.5,3,4,1,0.0168627450980392
172,0,0,0,136.0,184.0,6.19,5.5,3,0,0,0.0184313725490196
80,0,1,33,189.4,148.7,9.4,11.2,4,1,1,0.0231372549019607
145,0,0,0,158.8,352.1,7.99,6.2,6,2,0,0.0227450980392156
85,0,1,27,196.4,280.9,4.02,13.8,4,1,0,0.0231372549019607
17,0,0,0,180.4,228.5,8.98,14.8,5,0,0,0.0207843137254901
163,0,1,23,224.0,233.5,13.23,8.8,4,1,0,0.0164705882352941
102,0,0,0,145.8,223.1,9.86,9.8,3,0,0,0.0337254901960784
99,0,0,0,174.1,99.1,9.52,7.7,2,2,0,0.0156862745098039
37,0,0,0,271.7,155.1,8.98,6.6,4,3,0,0.0231372549019607
81,0,0,0,140.8,211.5,9.76,12.2,4,0,0,0.0254901960784313
159,0,0,0,189.1,246.1,10.89,10.4,5,1,1,0.016078431372549
127,1,0,0,247.5,108.5,10.44,10.6,3,2,0,0.0262745098039215
93,0,1,21,117.9,164.5,9.76,9.8,3,1,0,0.0207843137254901
101,0,0,0,154.4,217.2,8.34,13.9,4,1,0,0.0211764705882352
53,0,0,0,184.8,216.4,6.35,18.4,3,2,0,0.0211764705882352
123,0,0,0,242.2,226.1,12.09,8.2,3,5,1,0.0262745098039215
182,0,0,0,279.5,203.2,7.84,10.7,4,2,1,0.0184313725490196
57,1,1,17,236.5,163.1,10.65,12.2,3,2,0,0.0337254901960784
52,0,0,0,257.9,220.7,10.14,16.8,3,2,1,0.0176470588235294
119,0,0,0,140.0,138.9,10.36,6.1,6,0,0,0.0188235294117647
86,0,0,0,150.8,295.9,11.12,12.5,1,1,0,0.0137254901960784
143,0,1,33,239.2,235.5,7.03,9.5,4,1,0,0.0172549019607843
65,0,0,0,96.0,117.0,7.78,6.7,3,3,0,0.0231372549019607
97,0,0,0,100.8,233.8,9.39,12.6,3,2,0,0.0196078431372549
9,0,1,16,88.5,178.8,10.29,11.5,3,2,0,0.0254901960784313
50,0,1,35,192.6,135.2,9.73,7.9,2,2,0,0.0250980392156862
80,0,0,0,149.8,276.3,10.86,10.9,7,2,0,0.0215686274509803
105,0,0,0,259.3,175.2,10.01,12.0,5,3,0,0.0274509803921568
105,1,0,0,228.4,145.1,11.04,7.7,7,0,0,0.0176470588235294
60,0,0,0,203.2,235.8,10.12,15.1,6,2,0,0.0192156862745098
109,0,0,0,134.3,203.9,13.4,7.6,2,3,0,0.0215686274509803
106,1,0,0,204.0,168.5,7.38,13.3,3,3,1,0.0192156862745098
67,0,0,0,102.8,137.8,7.15,8.9,5,1,0,0.0086274509803921
91,0,0,0,197.3,202.4,13.07,15.3,7,1,0,0.0137254901960784
224,0,0,0,111.4,175.0,9.77,5.5,6,3,0,0.0231372549019607
74,0,0,0,85.7,247.7,6.41,10.1,5,2,0,0.0172549019607843
79,0,0,0,157.6,194.1,10.42,9.4,10,5,1,0.0086274509803921
122,1,1,40,216.4,249.7,8.37,12.7,4,1,0,0.0145098039215686
77,1,0,0,323.7,139.2,9.2,8.5,3,6,1,0.0211764705882352
106,0,0,0,191.4,200.7,10.35,8.2,3,1,0,0.0211764705882352
96,0,0,0,149.2,210.6,13.07,9.4,3,4,0,0.0168627450980392
157,0,0,0,248.7,251.8,11.82,7.5,3,5,1,0.0133333333333333
131,0,1,36,214.2,161.7,11.91,9.5,4,3,0,0.016078431372549
57,0,1,39,213.0,191.1,8.22,9.5,3,0,0,0.0262745098039215
57,0,1,25,182.4,214.7,7.85,10.1,2,1,0,0.0196078431372549
78,0,0,0,87.0,193.6,9.26,11.0,5,0,0,0.0211764705882352
118,0,1,42,148.7,167.3,12.18,10.4,7,0,0,0.0207843137254901
61,0,1,31,288.7,203.8,9.14,8.6,3,0,0,0.0156862745098039
109,0,0,0,123.0,237.2,11.65,9.3,12,1,0,0.0164705882352941
60,0,0,0,252.7,221.1,4.95,12.4,4,2,0,0.0211764705882352
160,0,0,0,216.8,207.3,10.29,5.6,2,1,0,0.0254901960784313
62,0,0,0,281.0,160.6,3.51,0.0,0,1,0,0.0211764705882352
115,0,0,0,156.8,264.7,11.21,7.4,8,0,0,0.0211764705882352
62,0,0,0,98.9,135.4,10.65,12.2,1,1,0,0.0250980392156862
61,0,1,36,233.9,175.6,7.97,9.5,4,1,0,0.0254901960784313
74,0,0,0,298.1,201.3,9.66,9.7,4,2,1,0.0184313725490196
113,0,0,0,186.0,237.4,6.66,12.2,6,1,0,0.0211764705882352
166,0,0,0,181.4,253.8,5.05,11.6,6,1,0,0.0149019607843137
146,0,0,0,157.4,196.0,6.65,10.8,4,0,0,0.0207843137254901
130,0,1,30,185.0,249.5,7.1,7.4,7,0,0,0.0203921568627451
93,0,1,21,213.8,257.7,9.83,7.2,6,1,0,0.0168627450980392
54,0,1,33,161.8,273.0,6.93,13.7,4,0,0,0.0211764705882352
99,0,1,28,200.7,264.2,7.77,9.1,5,1,0,0.0262745098039215
93,0,0,0,214.4,261.5,12.64,14.8,3,0,1,0.0180392156862745
71,0,0,0,104.0,197.0,4.95,14.6,8,0,0,0.0168627450980392
94,0,0,0,183.1,199.4,9.63,13.9,4,0,0,0.0231372549019607
151,0,0,0,175.3,144.3,7.21,11.8,5,0,0,0.0188235294117647
100,0,1,30,58.8,219.5,6.85,7.1,3,0,0,0.0188235294117647
60,0,0,0,193.9,85.0,9.45,13.2,8,3,0,0.0215686274509803
90,0,1,27,156.7,236.5,5.54,12.6,6,2,0,0.0227450980392156
128,0,1,29,179.3,225.9,14.54,8.6,7,0,0,0.0215686274509803
56,0,0,0,225.9,242.0,6.5,11.7,3,0,0,0.0223529411764705
100,0,0,0,185.0,182.5,12.37,5.1,8,1,0,0.0231372549019607
63,0,1,13,214.2,181.2,7.83,10.3,2,0,0,0.0211764705882352
152,0,1,26,214.8,226.7,9.3,7.6,11,1,0,0.0176470588235294
85,1,0,0,116.2,229.7,9.19,10.1,3,3,0,0.0176470588235294
141,0,0,0,138.2,176.4,8.23,11.1,6,3,0,0.0149019607843137
130,1,0,0,216.2,363.7,5.7,16.9,2,5,1,0.0184313725490196
161,0,0,0,322.3,230.4,10.87,7.8,5,2,1,0.0184313725490196
61,0,1,40,105.0,180.6,7.83,10.2,2,2,1,0.0156862745098039
129,0,0,0,334.3,192.1,8.59,10.4,6,0,1,0.0176470588235294
43,0,0,0,27.0,160.9,12.58,10.7,3,3,0,0.0192156862745098
16,0,0,0,209.5,172.8,4.23,8.8,4,1,0,0.0223529411764705
65,0,0,0,217.9,238.8,8.75,6.6,4,0,0,0.0227450980392156
110,0,0,0,74.5,200.8,8.65,9.8,7,3,0,0.0188235294117647
87,0,0,0,136.3,172.2,6.19,7.1,5,0,0,0.0156862745098039
105,0,0,0,211.1,176.7,9.97,14.7,7,4,0,0.0149019607843137
111,0,0,0,187.8,246.0,7.92,10.5,7,0,0,0.0223529411764705
201,0,0,0,159.9,237.3,13.06,13.4,4,3,0,0.0184313725490196
63,0,0,0,6.6,359.3,11.36,5.6,3,0,0,0.0203921568627451
190,0,1,22,166.5,183.0,5.44,8.5,3,0,0,0.0231372549019607
21,0,0,0,91.9,198.4,7.73,13.0,7,2,0,0.0337254901960784
52,0,1,31,142.1,193.0,11.4,11.0,4,1,0,0.0207843137254901
141,0,0,0,146.5,169.9,10.75,8.2,5,0,0,0.0156862745098039
163,0,0,0,238.6,178.0,8.82,6.2,4,1,0,0.0168627450980392
107,0,1,22,281.1,143.7,10.77,11.2,9,1,0,0.0149019607843137
119,0,0,0,226.6,143.6,4.27,12.1,5,1,0,0.0211764705882352
44,0,0,0,204.6,205.2,7.41,10.7,5,0,0,0.0274509803921568
208,0,0,0,326.5,176.3,8.18,10.7,6,2,1,0.0227450980392156
91,0,0,0,153.0,141.1,7.72,10.3,15,1,1,0.0145098039215686
45,1,0,0,189.6,171.7,9.99,13.9,7,1,1,0.0168627450980392
64,0,0,0,168.0,192.4,7.49,10.1,3,2,0,0.0227450980392156
47,1,0,0,47.8,178.9,6.87,13.3,7,0,1,0.0192156862745098
118,0,0,0,256.5,135.3,9.37,7.5,5,0,0,0.0184313725490196
84,1,0,0,299.4,61.9,8.86,6.6,7,2,0,0.0207843137254901
20,0,1,35,171.5,153.1,7.45,7.1,3,0,0,0.0145098039215686
93,0,0,0,120.6,205.5,8.21,9.6,6,2,0,0.0184313725490196
94,0,0,0,139.4,159.1,5.77,7.7,3,0,0,0.0192156862745098
129,0,1,27,196.6,180.6,11.03,6.6,5,1,0,0.0211764705882352
143,0,0,0,155.5,213.4,10.71,7.6,11,1,0,0.0176470588235294
139,0,0,0,63.3,177.3,7.72,14.2,4,1,0,0.0211764705882352
113,0,0,0,132.1,247.5,11.08,6.9,6,3,0,0.0211764705882352
44,0,0,0,238.3,193.7,7.55,9.4,6,5,0,0.0337254901960784
82,0,0,0,189.2,184.4,11.51,10.6,5,3,1,0.0227450980392156
148,0,0,0,124.4,179.7,11.39,11.3,6,0,0,0.0176470588235294
81,0,0,0,139.8,247.2,10.85,11.7,3,3,0,0.0192156862745098
112,0,0,0,115.9,199.7,11.22,10.0,4,1,0,0.0176470588235294
161,0,0,0,151.6,219.4,10.11,4.0,5,1,0,0.0180392156862745
108,0,1,25,170.7,109.9,7.46,8.7,1,3,0,0.0156862745098039
44,0,0,0,143.2,169.8,9.71,7.6,4,1,0,0.0254901960784313
66,0,1,35,190.8,261.3,9.43,8.9,6,0,0,0.0227450980392156
36,0,0,0,175.1,216.9,10.97,9.9,3,1,0,0.0337254901960784
76,0,0,0,204.0,225.1,10.81,9.6,5,1,0,0.0168627450980392
125,0,0,0,163.8,255.6,8.68,15.7,4,0,0,0.0145098039215686
137,0,1,19,175.3,241.3,9.51,7.8,2,0,0,0.0192156862745098
47,1,1,31,140.6,264.6,10.74,9.7,4,2,0,0.0168627450980392
148,0,0,0,153.6,262.1,10.15,9.8,3,2,0,0.0207843137254901
97,0,0,0,218.0,184.0,10.82,6.4,8,3,0,0.0168627450980392
225,0,0,0,182.7,246.5,9.81,8.8,2,1,0,0.0262745098039215
109,0,1,27,166.9,221.2,8.88,12.3,4,1,1,0.0164705882352941
75,0,1,28,200.6,164.1,7.63,2.5,5,1,0,0.0176470588235294
83,0,1,41,155.9,162.3,5.74,13.1,5,3,0,0.0196078431372549
82,0,1,33,137.8,235.5,12.06,11.0,6,2,0,0.0196078431372549
110,0,0,0,149.2,112.8,7.03,12.2,4,1,0,0.0227450980392156
84,1,1,18,136.8,200.3,8.96,8.0,4,3,0,0.0172549019607843
104,0,0,0,170.6,162.1,9.48,6.1,1,1,0,0.0149019607843137
90,0,1,22,187.9,209.9,11.55,10.4,5,2,0,0.0086274509803921
81,0,1,31,210.4,225.5,7.59,9.7,4,0,0,0.0188235294117647
120,0,0,0,184.5,209.0,7.64,10.2,6,2,0,0.0176470588235294
109,0,1,39,86.4,189.1,10.14,4.8,4,2,0,0.0149019607843137
106,0,0,0,210.6,249.2,8.61,12.4,1,2,1,0.0227450980392156
43,0,0,0,84.2,80.8,8.82,10.8,2,1,0,0.0184313725490196
86,0,1,38,123.0,133.9,6.22,13.3,4,1,0,0.0337254901960784
120,0,1,27,153.5,194.0,11.54,10.2,7,5,0,0.0184313725490196
64,0,0,0,206.2,232.4,11.32,13.6,2,1,0,0.0262745098039215
121,0,0,0,144.8,200.6,9.4,13.3,9,0,1,0.0156862745098039
127,0,0,0,239.8,128.9,11.25,11.3,5,1,0,0.0211764705882352
101,0,0,0,124.8,257.2,8.69,13.4,4,0,0,0.0188235294117647
107,0,1,26,161.6,195.5,11.45,13.7,3,1,0,0.0207843137254901
69,1,0,0,279.8,248.7,7.69,8.4,10,2,1,0.0211764705882352
133,0,1,39,239.9,253.8,5.79,6.7,3,5,0,0.0274509803921568
146,0,0,0,169.5,230.9,12.14,9.0,7,2,0,0.0207843137254901
131,0,0,0,55.5,163.5,5.76,10.1,4,1,0,0.0184313725490196
119,0,0,0,37.4,182.3,8.64,8.3,5,2,0,0.0211764705882352
103,0,0,0,174.7,148.0,7.57,15.8,3,6,1,0.0231372549019607
48,0,0,0,198.2,181.0,10.75,12.1,2,1,0,0.0227450980392156
114,0,0,0,326.1,161.0,9.9,11.0,3,1,1,0.0196078431372549
73,0,0,0,183.4,242.0,9.06,7.5,3,4,0,0.0207843137254901
83,0,0,0,221.4,231.8,5.51,9.8,5,3,0,0.0180392156862745
144,0,1,48,189.8,123.4,9.64,6.5,2,2,1,0.0145098039215686
120,0,0,0,216.5,251.8,7.4,7.3,1,3,0,0.0223529411764705
120,0,0,0,112.6,124.4,10.57,8.1,3,6,1,0.0215686274509803
74,0,0,0,141.9,201.0,9.5,10.9,11,1,0,0.0188235294117647
134,0,1,10,159.4,91.0,8.98,10.0,3,2,0,0.0207843137254901
51,0,0,0,86.4,202.1,5.09,11.9,6,2,0,0.0207843137254901
15,0,0,0,185.1,193.8,13.73,13.2,6,5,0,0.0211764705882352
123,0,0,0,225.6,225.8,8.4,6.7,2,1,0,0.0192156862745098
91,0,1,39,169.8,65.2,6.5,10.9,4,1,0,0.0172549019607843
121,0,0,0,207.9,210.5,4.93,7.7,2,2,0,0.0180392156862745
100,0,0,0,264.5,194.0,11.82,7.5,4,2,1,0.0188235294117647
185,0,1,18,103.9,230.0,7.01,8.5,5,0,0,0.0145098039215686
100,0,0,0,191.9,200.9,12.24,18.2,3,1,0,0.0188235294117647
129,0,0,0,168.4,217.1,3.67,11.8,7,1,0,0.0211764705882352
82,0,0,0,143.9,194.9,4.93,11.1,2,1,0,0.0172549019607843
62,0,0,0,211.3,228.4,9.77,6.3,5,0,0,0.0188235294117647
133,0,0,0,207.1,283.5,2.93,10.5,2,3,0,0.0215686274509803
140,0,0,0,151.5,175.7,9.63,12.4,9,3,0,0.0262745098039215
98,0,0,0,217.2,303.4,8.87,12.4,2,0,1,0.0227450980392156
89,0,0,0,234.8,109.7,8.11,10.4,2,0,0,0.0211764705882352
142,0,1,38,231.2,174.8,7.7,12.4,2,4,0,0.0211764705882352
114,0,0,0,169.6,58.9,8.07,7.4,8,1,0,0.0184313725490196
74,0,0,0,187.7,163.4,8.82,9.1,5,0,0,0.0192156862745098
28,0,0,0,121.7,125.8,11.77,8.3,2,6,1,0.0211764705882352
86,1,1,41,225.5,229.3,6.03,11.6,10,2,0,0.0231372549019607
52,0,1,38,169.3,225.9,7.74,8.2,3,0,0,0.0207843137254901
82,0,0,0,185.8,276.5,8.64,5.7,7,4,0,0.016078431372549
101,0,0,0,190.7,208.6,9.17,8.8,8,1,0,0.0250980392156862
59,0,1,27,127.4,103.3,7.39,9.1,3,0,0,0.0215686274509803
128,0,0,0,140.3,235.3,9.04,11.8,6,1,0,0.0337254901960784
125,0,0,0,175.9,192.8,12.52,10.6,5,0,0,0.0231372549019607
127,1,0,0,242.2,226.1,11.34,13.9,5,2,1,0.0262745098039215
74,0,0,0,177.4,240.3,10.68,12.0,3,0,0,0.0211764705882352
108,0,0,0,73.8,143.4,7.66,10.9,3,2,0,0.0168627450980392
80,0,0,0,157.0,208.8,5.1,16.2,2,2,0,0.0180392156862745
109,0,1,46,217.5,233.7,7.38,9.0,3,4,0,0.0156862745098039
68,0,1,34,160.0,184.5,9.37,6.1,10,1,0,0.0215686274509803
109,0,0,0,193.6,148.7,12.71,13.1,1,2,0,0.0207843137254901
73,0,1,19,179.4,93.6,10.56,14.9,4,2,0,0.0250980392156862
136,0,0,0,142.3,158.0,7.99,6.0,11,2,0,0.0274509803921568
62,0,0,0,248.7,220.0,11.96,13.2,2,1,1,0.0262745098039215
109,0,1,40,99.7,140.3,9.96,13.9,5,3,0,0.0207843137254901
68,0,0,0,207.6,251.6,8.62,10.9,6,2,0,0.0192156862745098
83,0,0,0,167.0,209.1,5.9,8.6,2,1,0,0.0211764705882352
46,1,1,27,170.9,184.7,5.89,6.1,7,2,0,0.0262745098039215
59,0,0,0,145.8,228.3,11.14,9.6,5,0,0,0.0207843137254901
86,0,0,0,176.3,259.2,12.93,6.2,3,0,0,0.0215686274509803
102,0,0,0,242.2,233.2,8.48,6.2,6,3,0,0.0250980392156862
53,0,0,0,145.1,233.7,9.39,7.9,5,2,0,0.0164705882352941
54,0,1,28,217.4,246.2,5.72,7.5,8,1,0,0.0180392156862745
29,0,1,38,149.4,189.8,5.73,6.0,3,1,0,0.0188235294117647
101,0,0,0,202.5,142.5,9.88,10.1,4,3,0,0.0231372549019607
79,0,1,30,124.8,207.6,7.88,4.6,3,1,0,0.0184313725490196
21,0,0,0,225.0,244.2,9.95,10.7,4,0,0,0.016078431372549
116,1,0,0,215.4,204.8,12.53,12.6,5,3,0,0.0211764705882352
103,0,0,0,166.6,192.4,7.56,7.7,6,1,0,0.0184313725490196
123,0,0,0,105.0,251.6,11.61,14.9,5,0,0,0.0207843137254901
85,0,0,0,176.4,224.9,9.88,11.5,1,1,0,0.0215686274509803
70,0,0,0,129.9,208.7,10.41,14.3,3,1,0,0.0250980392156862
69,0,0,0,185.3,219.1,10.96,5.5,5,0,0,0.0203921568627451
152,0,0,0,228.1,136.4,8.88,9.0,2,1,0,0.0184313725490196
112,0,0,0,208.7,212.8,8.01,8.5,4,0,0,0.0086274509803921
153,0,0,0,185.3,208.0,9.27,15.1,3,1,0,0.0207843137254901
154,0,0,0,283.6,181.3,13.77,8.8,5,0,1,0.0207843137254901
90,0,1,39,94.8,219.1,8.88,11.4,5,1,0,0.0262745098039215
166,0,0,0,156.8,171.5,6.71,11.2,10,1,1,0.0180392156862745
71,0,0,0,123.8,226.5,9.63,8.8,7,2,0,0.0207843137254901
84,0,0,0,190.2,197.7,11.14,9.8,6,2,0,0.0211764705882352
